RefID,Author,Year,Publication,Country,Source,Discipline,InTitle,Variation,Question,Protocol,DateSearch,ListSource,Platform,DatabaseCount,Database,SearchStrategy,SearchString,SearchFilter,SearchQuality,LibrarianAuthor,LibrarianConsulted,Criteria,Flowchart,Assessment,Reliability
538,Clement,2021,"Robustness, resilience: Typology of definitions through a multidisciplinary structured analysis of the literature",France,European Journal of Industrial Engineering,Industrial,no,neither,yes,no,no,yes,no,6,Web of Science;ScienceDirect;Taylor & Francis;SpringerLink;Wiley Online Library;PsycINFO,yes,no,no,low,no,no,yes,yes,no,no
539,Cloutier,2020,"Collaborative mechanisms for sustainability-oriented supply chain initiatives: state of the art, role assessment and research opportunities",Canada,International Journal of Production Research,Mechanical,no,neither,yes,no,no,yes,na,8,Compendex;ScienceDirect;Google Scholar;JSTOR;SAGE Journals Online;SpringerLink;Web of Science;Wiley Online Library,yes,no,no,low,no,no,yes,no,no,no
540,Clune,2017,Systematic review of greenhouse gas emissions for different fresh food categories,United Kingdom,Journal of Cleaner Production,Environmental,yes,systematic review,no,no,no,yes,na,1,Google Search,yes,no,no,low,no,no,yes,no,yes,no
541,Cocca,2018,Leanness measurement methods in manufacturing organisations: a systematic review,Italy,International Journal of Production Research,Industrial,yes,systematic review,no,no,no,yes,yes,5,Web of Science;Scopus;ScienceDirect;Business Source;Emerald Insight,yes,no,yes,low,no,no,yes,yes,no,yes
542,Coetzee,2019,Towards addressing respect for people during lean implementation,South Africa,International Journal of Lean Six Sigma,Industrial,no,neither,yes,no,no,no,na,0,na,yes,no,no,low,no,no,yes,no,yes,no
543,Cohen,2022,Using flow disruptions to understand healthcare system safety: A systematic review of observational studies,United States,Applied Ergonomics,Biomedical,yes,systematic review,no,no,yes,yes,na,2,PubMed;Web of Science,yes,no,no,low,no,no,yes,yes,no,yes
544,Colicchia,2019,Information sharing in supply chains: a review of risks and opportunities using the systematic literature network analysis (SLNA),United Kingdom,Supply Chain Management: An International Journal,Industrial,yes,systematic review,yes,no,yes,yes,na,1,Scopus,yes,no,yes,low,no,no,yes,yes,no,no
545,Colpo,2022,Industrial symbiosis in Brazil: A systematic literature review,Brazil,Waste Management & Research,Industrial,yes,systematic review,yes,no,yes,yes,na,2,Scopus;Web of Science,yes,yes,yes,low,no,no,yes,yes,no,no
546,Cong,2020,A holistic relook at engineering design methodologies for smart product-service systems development,China,Journal of Cleaner Production,Mechanical,no,neither,no,no,no,yes,na,2,Scopus;Web of Science,yes,yes,yes,low,no,no,yes,yes,no,no
547,Contreras-Vidal,2016,Powered exoskeletons for bipedal locomotion after spinal cord injury,United States,Journal of Neural Engineering,Biomedical,no,neither,no,no,yes,yes,yes,4,PubMed;Web of Science;ProQuest;Scopus,yes,no,no,low,no,no,yes,no,no,yes
548,Cookson,2022,Global patterns and temporal trends of perfluoroalkyl substances in municipal wastewater: A meta-analysis,United States,Water Research,Civil,yes,meta analysis,no,no,no,yes,na,2,Web of Science;Google Scholar,yes,no,no,low,no,no,yes,no,no,no
549,Cormack,2021,An integrative conceptual framework for supply chain sustainability learning: A process-based approach,Brazil,Journal of Cleaner Production,Industrial,no,neither,yes,no,no,yes,na,2,Scopus;Web of Science,yes,no,no,low,no,no,yes,yes,no,yes
550,Coronado,2020,"Visual Programming Environments for End-User Development of intelligent and social robots, a systematic review",Japan,Journal of Computer Languages,Mechanical,yes,systematic review,yes,no,no,yes,na,5,IEEE Xplore;ScienceDirect;ACM Digital Library;SpringerLink;Web of Science,yes,no,no,low,no,no,yes,yes,no,no
551,Correa,2019,Haptic interaction for needle insertion training in medical applications: The state-of-the-art,Brazil,Medical Engineering & Physics,Biomedical,no,neither,yes,no,no,yes,na,4,ACM Digital Library;ScienceDirect;Scopus;Web of Science,yes,no,no,low,no,no,yes,no,no,no
552,Correia,2021,Plan to Overcome Barriers to Reverse Logistics in Construction and Demolition Waste: Survey of the Construction Industry,Brazil,Journal of Construction Engineering & Management,Civil,no,neither,yes,no,yes,yes,na,7,ScienceDirect;Scopus;CAPES Foundation;ProQuest;Emerald Insight;SciELO;Compendex,yes,no,no,low,no,no,yes,no,no,no
553,Cortimiglia,2015,A systematic literature review on firm-level innovation management systems,Brazil,International Association for Management of Technology,Industrial,yes,systematic review,yes,no,no,yes,na,1,Web of Science,yes,no,yes,low,no,no,no,no,no,yes
554,Cosola,2016,Carbon footprint of forest operations under different management regimes,Italy,Croatian Journal of Forest Engineering,Environmental,no,neither,no,no,no,yes,na,2,Scopus;Google Scholar,yes,no,no,low,no,no,no,no,no,no
555,Cosoli,2020,Wrist-worn and chest-strap wearable devices: Systematic review on accuracy and metrological characteristics,Italy,Measurement,Industrial,yes,systematic review,no,no,no,yes,na,5,Scopus;Web of Science;Google Scholar;PubMed;IEEE Xplore,yes,no,no,low,no,no,yes,no,no,no
556,Cosoli,2019,Accuracy and MetrologicalCharacteristics of Wearable Devices:A Systematic Review,Italy,Sensors,Industrial,yes,systematic review,no,no,no,yes,no,5,Scopus;Web of Science;Google Scholar;PubMed;IEEE Xplore,yes,no,no,low,no,no,yes,no,no,no
557,Costa,2022,Social life cycle assessment of feedstocks for biodiesel production in Brazil,Brazil,Renewable & Sustainable Energy Reviews,Mechanical,no,neither,no,no,no,yes,na,2,Scopus;Web of Science,yes,no,yes,low,no,no,yes,no,no,no
558,Costa,2018,"Lean, six sigma and lean six sigma in the food industry: A systematic literature review",Brazil,Trends in Food Science & Technology,Industrial,yes,systematic review,no,no,no,yes,na,3,Scopus;Web of Science;Engineering Village,yes,no,yes,low,no,no,no,no,no,no
559,Costa,2019,Understanding Relative Importance of Barriers to Improving the Customer-Supplier Relationship within Construction Supply Chains Using DEMATEL Technique,Italy,Journal of Management in Engineering,Industrial,no,neither,no,no,no,yes,na,4,Emerald Insight;ScienceDirect;Taylor & Francis;ASCE Library,yes,no,yes,low,no,no,no,no,no,no
560,Costa,2022,Augmented Reality for HumanRobot Collaboration and Cooperation in Industrial Applications: A Systematic Literature Review,Portugal,Sensors,Electrical,yes,systematic review,yes,no,yes,yes,na,7,ACM Digital Library;Dimensions;IEEE Xplore;Web of Science;ScienceDirect;Scopus;EBSCOhost,yes,no,yes,low,no,no,yes,yes,yes,no
561,Coutinho,2015,Elasticity in cloud computing: a survey,Brazil,Annales des Telecommunications/Annals of Telecommunications,Electrical,no,neither,yes,no,yes,yes,na,3,ScienceDirect;ACM Digital Library;IEEE Xplore,yes,no,yes,low,no,no,no,no,no,no
562,Cover,2018,Computational methods for corpus callosum segmentation on MRI: A systematic literature review,Brazil,Computer Methods & Programs in Biomedicine,Biomedical,yes,systematic review,no,no,no,yes,no,4,IEEE Xplore;PubMed;EBSCOhost;Scopus,yes,no,yes,low,no,no,yes,yes,no,yes
563,Craik,2019,Deep learning for electroencephalogram (EEG) classification tasks: A review,United States,Journal of Neural Engineering,Biomedical,no,neither,yes,no,yes,yes,na,2,Web of Science;PubMed,yes,no,no,low,no,no,yes,yes,no,no
564,Cresto,2022,Anthropomorphic brain phantoms for use in MRI systems: a systematic review,Canada,"Magnetic Resonance Materials in Physics, Biology & Medicine",Biomedical,yes,systematic review,no,no,yes,yes,na,2,Google Scholar;PubMed,yes,no,no,low,no,no,yes,yes,no,no
565,Crippa,2020,A systematic review of BIM usage for life cycle impact assessment,Brazil,Built Environment Project & Asset Management,Civil,yes,systematic review,yes,no,no,yes,na,3,Google Scholar;ScienceDirect;Scopus,yes,no,no,low,no,no,yes,yes,no,no
566,Cruz,2018,Does the incorporation of zinc into calcium phosphate improve bone repair? A systematic review,Brazil,Ceramics International,Biomedical,yes,systematic review,yes,yes,no,yes,no,4,MEDLINE;Scopus;SciELO;Cochrane Library,yes,yes,yes,high,no,no,yes,yes,yes,yes
567,Cui,2020,Manufacturing big data ecosystem: A systematic literature review,Australia,Robotics & Computer-Integrated Manufacturing,Mechanical,yes,systematic review,no,no,no,yes,na,4,Scopus;IEEE Xplore;ASME Digital Collection;ACM Digital Library,yes,yes,yes,low,no,no,yes,yes,no,no
568,Cunha,2021,Disaster Influencing Migratory Movements: A System Dynamics Analysis,Brazil,International Joint Conference on Industrial Engineering & Operations Management,Industrial,no,neither,yes,no,no,yes,na,2,Web of Science;Scopus,yes,no,no,low,no,no,yes,no,no,yes
569,Curtin,2020,The best-practice organism for single-species studies of antimicrobial efficacy against biofilms is Pseudomonas aeruginosa,Canada,Membranes,Civil,no,neither,yes,no,no,yes,na,1,Web of Science,yes,no,no,low,no,no,yes,yes,no,no
570,Czepkiewicz,2018,Why do urbanites travel more than do others? A review of associations between urban form and long-distance leisure travel,Iceland,Environmental Research Letters,Environmental,no,neither,yes,no,yes,yes,na,2,Web of Science;Scopus,yes,yes,yes,high,no,no,yes,no,no,no
571,Czyewski,2022,Low-Cost Cranioplasty - A Systematic Review of 3D Printing in Medicine,Poland,Materials,Biomedical,yes,systematic review,no,no,yes,yes,na,4,PubMed;Scopus;Web of Science;Google Scholar,yes,no,no,low,no,no,yes,yes,no,no
572,Da Costa,2019,Set of Usability Heuristics for Quality Assessment of Mobile Applications on Smartphones,Brazil,IEEE Access,Electrical,no,neither,yes,no,no,yes,na,5,ACM Digital Library;IEEE Xplore;ScienceDirect;Scopus;SpringerLink,yes,no,no,low,no,no,yes,yes,no,no
573,da Costa Fernandes,2020,Towards product-service system oriented to circular economy: A systematic review of value proposition design approaches,Brazil,Journal of Cleaner Production,Mechanical,yes,systematic review,no,no,yes,yes,no,1,Scopus,yes,yes,yes,high,no,no,yes,yes,no,no
574,da Mata,2021,Electrical conductivity effect on the performance evaluation of EIT systems: A review,Brazil,Measurement,Mechanical,no,neither,no,no,no,yes,na,2,Web of Science;Scopus,yes,yes,yes,low,no,no,no,no,no,no
575,da Silva,2022,Management of Plastic Waste and a Circular Economy at the End of the Supply Chain: A Systematic Literature Review,Brazil,Energies,Industrial,yes,systematic review,yes,no,yes,yes,na,2,Web of Science;Scopus,yes,no,yes,low,no,no,yes,yes,no,no
576,da Silva,2022,Lean Six Sigma for the automotive industry through the tools and aspects within metrics: a literature review,Brazil,International Journal of Advanced Manufacturing Technology,Mechanical,no,neither,yes,no,no,yes,na,2,Web of Science;Google Scholar,yes,yes,yes,low,no,no,no,no,no,no
577,da Silva,2022,Industry 4.0 and micro and small enterprises: systematic literature review and analysis,Brazil,Production & Manufacturing Research,Industrial,yes,systematic review,yes,no,no,yes,na,3,ScienceDirect;Web of Science;Scopus,yes,yes,yes,low,no,no,yes,yes,no,no
578,da Silva,2022,Human resources management 4.0: Literature review and trends,Brazil,Computers & Industrial Engineering,Industrial,no,neither,yes,no,yes,yes,na,3,ScienceDirect;Web of Science;Scopus,yes,yes,yes,high,no,no,yes,yes,no,no
579,da Silva,2020,A systematic review of empirical and normative decision analysis of sustainability-related supplier risk management,Brazil,Journal of Cleaner Production,Industrial,yes,systematic review,yes,no,yes,yes,na,3,ScienceDirect;Web of Science;Scopus,yes,yes,yes,low,no,no,yes,no,no,no
580,da Silva,2020,Ergonomic Analysis supported by Virtual Reality: A Systematic Literature Review,Brazil,Symposium on Virtual & Augmented Reality,Industrial,yes,systematic review,no,no,no,yes,na,3,IEEE Xplore;ScienceDirect;SpringerLink,yes,yes,no,low,no,no,yes,yes,no,no
581,da Silva,2019,Critical factors of success and barriers to the implementation of occupational health and safety management systems: A systematic review of literature,Brazil,Safety Science,Industrial,yes,systematic review,yes,no,no,yes,na,3,Scopus;ScienceDirect;Web of Science,yes,yes,yes,low,no,no,yes,yes,no,yes
582,da Silva,2021,Is caffeine mouth rinsing an effective strategy to improve physical and cognitive performance? A systematic review,Brazil,Critical Reviews in Food Science & Nutrition,Biomedical,yes,systematic review,yes,no,yes,yes,na,4,PubMed;Web of Science;ScienceDirect;Cochrane Library,yes,no,no,low,no,no,yes,yes,yes,yes
583,da Silveira,2021,"An overview of agriculture 4.0 development: Systematic review of descriptions, technologies, barriers, advantages, and disadvantages",Brazil,Computers & Electronics in Agriculture,Industrial,yes,systematic review,yes,no,no,yes,na,3,ScienceDirect;Web of Science;Scopus,yes,no,no,low,no,no,yes,yes,no,no
584,Dabbagh,2022,A systematic review on CFST members under impulsive loading,Malaysia,Thin-Walled Structures,Civil,yes,systematic review,no,no,no,yes,na,4,Scopus;Web of Science;ASCE Library;ScienceDirect,yes,no,no,low,no,no,yes,yes,no,no
585,Daboun,2022,Relationship Management in Construction Projects: Systematic Literature Review,Malaysia,Engineering Management Journal,Civil,yes,systematic review,yes,no,no,yes,na,3,ScienceDirect;Web of Science;Scopus,yes,no,no,low,no,no,yes,yes,no,no
586,Dadhich,2021,A systematic review on the heat transfer investigation of the flow boiling process,India,Chemical Engineering & Processing: Process Intensification,Chemical,yes,systematic review,yes,no,no,yes,na,4,ScienceDirect;SpringerLink;Taylor & Francis;ASME Digital Collection,yes,no,no,low,no,no,no,no,no,no
587,Dai,2022,A systematic review of studies at the intersection of urban climate and historical urban landscape,China,Environmental Impact Assessment Review,Civil,yes,systematic review,yes,no,yes,yes,na,1,Web of Science,yes,no,no,low,no,no,yes,yes,no,no
588,Damayanti,2021,Clarifying megaproject complexity in developing countries: A literature review and conceptual study,Indonesia,International Journal of Engineering Business Management,Industrial,no,neither,yes,no,no,yes,na,5,Scopus;ScienceDirect;IEEE Xplore;SpringerLink;Google Scholar,yes,no,yes,low,no,no,yes,yes,no,no
589,Damayanti,2018,The complexity of megaprojects in developing countries: a literature review,Indonesia,IEEE International Conference on Industrial Engineering & Engineering Management,Civil,no,neither,yes,no,no,yes,na,5,Scopus;ScienceDirect;SpringerLink;IEEE Xplore;Google Scholar,yes,no,yes,low,no,no,yes,no,no,no
590,Dametew,2020,The challenges and practice of metal industries into global supply chain integration: A literature review,Ethiopia,Cogent Engineering,Industrial,no,neither,no,no,no,yes,na,6,Emerald Insight;ScienceDirect;Inderscience;ABI/INFORM;ProQuest;Taylor & Francis,yes,no,no,low,no,no,no,no,no,no
